,Punctuation,Tags,Citations,Numeric,Capitals,Unique_Words,Word_Counts,Short_Words,Medium_Words,Long_Words,Positive_Score,Negative_Score,Intensity_Score
3567,0.0,5.0,0.0,13.0,110.0,189.0,346.0,257.0,76.0,13.0,18.0,8.0,45.0
3568,4.0,1.0,0.0,7.0,92.0,229.0,419.0,315.0,90.0,14.0,28.0,21.666666666666668,88.83333333333333
3569,2.0,1.0,0.0,9.0,111.0,240.0,415.0,316.0,75.0,24.0,35.0,14.0,108.16666666666669
3570,17.0,31.0,0.0,84.0,234.0,272.0,662.0,480.0,137.0,45.0,45.0,42.33333333333333,191.83333333333331
3571,4.0,1.0,0.0,11.0,134.0,228.0,527.0,397.0,106.0,24.0,44.0,26.0,146.0
3572,0.0,1.0,0.0,15.0,58.0,198.0,367.0,278.0,64.0,25.0,25.0,12.666666666666668,73.66666666666667
3573,4.0,0.0,0.0,3.0,82.0,194.0,373.0,277.0,74.0,22.0,19.0,11.0,70.33333333333334
3574,2.0,6.0,0.0,41.0,138.0,249.0,533.0,404.0,110.0,19.0,53.0,23.5,154.66666666666669
3575,6.0,13.0,0.0,36.0,144.0,228.0,426.0,304.0,85.0,37.0,38.5,20.0,113.83333333333334
3576,0.0,0.0,0.0,4.0,69.0,192.0,340.0,266.0,69.0,5.0,32.0,15.5,96.66666666666666
3577,1.0,2.0,0.0,31.0,86.0,239.0,436.0,324.0,92.0,20.0,22.0,16.5,81.83333333333333
3578,15.0,1.0,0.0,17.0,224.0,513.0,1140.0,887.0,211.0,42.0,66.5,40.66666666666666,211.00000000000003
3579,6.0,0.0,0.0,10.0,82.0,279.0,536.0,417.0,106.0,13.0,33.0,24.0,119.33333333333334
3580,1.0,0.0,0.0,0.0,80.0,186.0,343.0,268.0,69.0,6.0,18.5,14.0,75.33333333333333
3581,0.0,3.0,1.0,24.0,72.0,223.0,438.0,340.0,87.0,11.0,42.5,22.666666666666664,121.5
3582,3.0,0.0,0.0,4.0,86.0,239.0,500.0,412.0,82.0,6.0,34.0,21.333333333333336,131.16666666666666
3583,0.0,0.0,0.0,8.0,122.0,299.0,646.0,504.0,122.0,20.0,47.0,56.66666666666666,211.33333333333331
3584,3.0,0.0,0.0,22.0,65.0,282.0,550.0,425.0,108.0,17.0,22.0,36.333333333333336,119.0
3585,0.0,0.0,0.0,20.0,306.0,382.0,859.0,658.0,177.0,24.0,82.5,30.666666666666668,195.5
3586,0.0,0.0,0.0,2.0,44.0,151.0,207.0,163.0,38.0,6.0,17.0,9.166666666666666,55.83333333333333
3587,0.0,0.0,0.0,6.0,76.0,228.0,411.0,308.0,84.0,19.0,34.0,19.666666666666668,95.33333333333331
3588,1.0,0.0,0.0,9.0,67.0,255.0,462.0,367.0,81.0,14.0,29.0,22.0,100.33333333333331
3589,0.0,0.0,0.0,8.0,50.0,186.0,301.0,243.0,50.0,8.0,27.0,13.0,85.33333333333334
3590,0.0,9.0,0.0,18.0,125.0,217.0,377.0,277.0,83.0,17.0,24.666666666666664,12.0,74.5
3591,1.0,1.0,0.0,10.0,60.0,169.0,262.0,211.0,44.0,7.0,18.0,10.0,45.333333333333336
3592,1.0,0.0,0.0,0.0,77.0,225.0,393.0,301.0,72.0,20.0,16.0,5.0,50.5
3593,1.0,0.0,0.0,4.0,79.0,224.0,406.0,308.0,74.0,24.0,32.5,13.0,102.33333333333334
3594,2.0,0.0,0.0,11.0,78.0,275.0,534.0,390.0,127.0,17.0,50.0,30.0,146.33333333333334
3595,0.0,0.0,0.0,0.0,133.0,312.0,675.0,514.0,125.0,36.0,39.5,38.66666666666666,154.25000000000003
3596,6.0,0.0,0.0,3.0,60.0,179.0,326.0,257.0,58.0,11.0,15.0,16.0,59.0
3597,0.0,0.0,0.0,2.0,47.0,210.0,357.0,276.0,72.0,9.0,36.0,14.999999999999998,100.66666666666664
3598,0.0,0.0,0.0,14.0,84.0,192.0,353.0,291.0,55.0,7.0,21.5,5.166666666666667,56.83333333333333
3599,0.0,0.0,0.0,24.0,65.0,186.0,320.0,247.0,64.0,9.0,17.0,15.0,57.66666666666666
3600,1.0,0.0,0.0,7.0,85.0,203.0,448.0,360.0,80.0,8.0,30.0,12.0,96.5
3601,2.0,0.0,0.0,5.0,91.0,259.0,552.0,423.0,104.0,25.0,43.5,23.166666666666668,136.33333333333331
3602,2.0,0.0,0.0,0.0,66.0,198.0,340.0,262.0,66.0,12.0,36.0,23.0,121.0
3603,0.0,0.0,0.0,0.0,69.0,240.0,419.0,332.0,76.0,11.0,35.5,14.666666666666666,94.0
3604,0.0,0.0,0.0,10.0,55.0,189.0,314.0,254.0,54.0,6.0,26.0,13.0,88.83333333333333
3605,3.0,11.0,0.0,27.0,77.0,214.0,385.0,288.0,76.0,21.0,37.0,21.0,128.0
3606,3.0,0.0,0.0,15.0,57.0,232.0,462.0,361.0,89.0,12.0,31.0,27.0,140.33333333333331
3607,1.0,1.0,0.0,9.0,125.0,230.0,478.0,358.0,110.0,10.0,30.0,6.0,100.83333333333331
3608,4.0,0.0,0.0,6.0,70.0,204.0,323.0,231.0,77.0,15.0,21.0,10.0,62.16666666666666
3609,13.0,0.0,0.0,0.0,76.0,213.0,360.0,278.0,73.0,9.0,20.0,16.0,70.16666666666666
3610,1.0,0.0,0.0,68.0,75.0,264.0,590.0,436.0,136.0,18.0,11.666666666666666,21.666666666666668,59.66666666666667
3611,0.0,0.0,0.0,0.0,162.0,222.0,435.0,352.0,71.0,12.0,26.0,22.0,94.33333333333331
3612,2.0,0.0,0.0,1.0,71.0,224.0,390.0,293.0,85.0,12.0,17.0,31.33333333333333,99.0
3613,2.0,0.0,0.0,37.0,98.0,257.0,442.0,327.0,93.0,22.0,21.0,12.0,63.00000000000001
3614,1.0,0.0,0.0,13.0,79.0,240.0,530.0,447.0,67.0,16.0,29.33333333333333,21.5,150.16666666666669
3615,1.0,0.0,0.0,7.0,92.0,271.0,505.0,366.0,120.0,19.0,45.0,26.166666666666664,137.83333333333331
3616,3.0,29.0,0.0,86.0,212.0,275.0,478.0,295.0,133.0,50.0,24.0,24.0,87.99999999999999
3617,5.0,0.0,0.0,3.0,140.0,259.0,590.0,502.0,79.0,9.0,27.0,42.5,126.75
3618,0.0,0.0,0.0,4.0,64.0,187.0,337.0,249.0,74.0,14.0,14.0,17.0,63.0
3619,1.0,0.0,0.0,10.0,55.0,209.0,361.0,276.0,67.0,18.0,30.0,23.0,108.0
3620,4.0,0.0,0.0,12.0,73.0,219.0,453.0,342.0,100.0,11.0,16.5,21.33333333333333,81.5
3621,1.0,0.0,0.0,69.0,79.0,289.0,587.0,432.0,127.0,28.0,29.166666666666664,24.33333333333333,100.16666666666664
3622,1.0,0.0,0.0,0.0,57.0,245.0,503.0,402.0,85.0,16.0,44.0,22.5,147.0
3623,0.0,0.0,0.0,12.0,49.0,174.0,322.0,235.0,80.0,7.0,26.0,12.333333333333332,77.66666666666667
3624,1.0,0.0,0.0,4.0,67.0,240.0,474.0,363.0,90.0,21.0,32.0,16.666666666666668,102.33333333333334
3625,1.0,0.0,0.0,5.0,52.0,201.0,333.0,262.0,62.0,9.0,12.0,18.0,63.91666666666667
3626,0.0,3.0,0.0,6.0,83.0,168.0,316.0,249.0,57.0,10.0,23.0,12.0,74.0
3627,1.0,0.0,0.0,5.0,49.0,166.0,324.0,245.0,76.0,3.0,4.0,19.0,42.333333333333336
3628,2.0,32.0,0.0,56.0,159.0,184.0,336.0,232.0,70.0,34.0,18.0,15.0,73.33333333333333
3629,0.0,0.0,0.0,7.0,67.0,224.0,411.0,307.0,88.0,16.0,33.0,32.0,115.16666666666669
3630,0.0,0.0,0.0,2.0,97.0,236.0,442.0,365.0,65.0,12.0,30.0,17.333333333333332,93.66666666666666
3631,4.0,4.0,0.0,28.0,119.0,186.0,449.0,335.0,104.0,10.0,35.0,12.5,98.16666666666666
3632,1.0,2.0,0.0,12.0,66.0,216.0,388.0,301.0,68.0,19.0,24.5,24.0,100.83333333333331
3633,3.0,0.0,0.0,18.0,109.0,282.0,602.0,441.0,144.0,17.0,53.5,20.166666666666668,139.33333333333331
3634,0.0,0.0,0.0,0.0,44.0,179.0,315.0,221.0,75.0,19.0,22.0,8.0,57.0
3635,0.0,5.0,0.0,10.0,73.0,198.0,325.0,247.0,68.0,10.0,24.5,15.0,72.66666666666667
3636,1.0,0.0,0.0,18.0,85.0,209.0,400.0,316.0,64.0,20.0,23.0,14.0,82.0
3637,2.0,3.0,0.0,13.0,50.0,152.0,268.0,209.0,45.0,14.0,14.0,12.333333333333332,72.66666666666667
3638,1.0,3.0,0.0,20.0,86.0,218.0,411.0,318.0,72.0,21.0,32.5,17.5,112.16666666666666
3639,0.0,0.0,0.0,0.0,69.0,261.0,546.0,448.0,86.0,12.0,36.5,29.666666666666664,156.16666666666666
3640,1.0,2.0,0.0,11.0,63.0,165.0,304.0,236.0,62.0,6.0,27.0,12.0,73.66666666666667
3641,6.0,0.0,0.0,8.0,57.0,228.0,440.0,315.0,117.0,8.0,30.666666666666668,18.666666666666664,92.0
3642,4.0,1.0,0.0,15.0,109.0,218.0,436.0,335.0,85.0,16.0,31.0,24.5,122.66666666666666
3643,0.0,0.0,0.0,13.0,72.0,220.0,414.0,330.0,66.0,18.0,31.0,18.333333333333336,112.5
3644,5.0,2.0,0.0,14.0,92.0,185.0,414.0,318.0,87.0,9.0,16.0,18.5,83.83333333333333
3645,1.0,0.0,0.0,4.0,56.0,192.0,316.0,234.0,64.0,18.0,26.0,20.0,93.33333333333331
3646,0.0,0.0,0.0,6.0,77.0,177.0,331.0,242.0,81.0,8.0,12.666666666666668,33.16666666666667,91.16666666666666
3647,0.0,0.0,0.0,6.0,82.0,262.0,481.0,354.0,108.0,19.0,29.0,24.0,92.25
3648,0.0,0.0,0.0,17.0,87.0,231.0,401.0,298.0,82.0,21.0,32.0,19.0,84.0
3649,2.0,0.0,0.0,1.0,67.0,200.0,353.0,289.0,61.0,3.0,29.0,25.33333333333333,110.33333333333334
3650,0.0,0.0,0.0,2.0,64.0,163.0,326.0,251.0,70.0,5.0,30.0,11.0,86.16666666666667
3651,2.0,10.0,0.0,54.0,121.0,256.0,535.0,390.0,122.0,23.0,36.0,19.33333333333333,105.66666666666669
3652,1.0,1.0,0.0,3.0,59.0,250.0,491.0,374.0,107.0,10.0,30.0,32.333333333333336,108.25
3653,0.0,6.0,0.0,32.0,78.0,207.0,384.0,273.0,85.0,26.0,27.0,25.0,113.33333333333334
3654,0.0,1.0,0.0,8.0,64.0,148.0,250.0,198.0,45.0,7.0,19.0,12.0,62.00000000000001
3655,4.0,3.0,0.0,20.0,74.0,203.0,367.0,288.0,68.0,11.0,16.0,22.0,92.33333333333331
3656,0.0,0.0,0.0,6.0,52.0,176.0,313.0,252.0,50.0,11.0,32.5,10.5,69.33333333333333
3657,1.0,4.0,0.0,21.0,72.0,189.0,354.0,261.0,79.0,14.0,15.0,13.0,69.16666666666667
3658,7.0,0.0,0.0,4.0,144.0,287.0,547.0,439.0,83.0,25.0,37.0,41.0,153.66666666666666
3659,1.0,3.0,0.0,28.0,83.0,189.0,397.0,295.0,88.0,14.0,36.66666666666666,17.0,105.16666666666664
3660,2.0,4.0,0.0,32.0,76.0,160.0,321.0,239.0,67.0,15.0,24.0,15.0,81.33333333333333
3661,1.0,2.0,1.0,12.0,88.0,178.0,324.0,230.0,81.0,13.0,26.0,13.0,66.0
3662,1.0,0.0,0.0,4.0,64.0,175.0,321.0,271.0,42.0,8.0,29.5,16.0,106.83333333333331
3663,11.0,1.0,0.0,8.0,70.0,248.0,481.0,383.0,88.0,10.0,30.5,30.5,132.5
3664,1.0,15.0,0.0,40.0,126.0,221.0,382.0,275.0,82.0,25.0,23.0,21.666666666666664,91.5
3665,0.0,0.0,0.0,18.0,158.0,343.0,761.0,603.0,141.0,17.0,45.0,42.66666666666666,170.5
3666,3.0,1.0,0.0,9.0,67.0,355.0,742.0,552.0,150.0,40.0,44.0,43.66666666666667,187.0
3667,2.0,0.0,0.0,0.0,77.0,246.0,495.0,404.0,85.0,6.0,45.0,13.0,116.33333333333331
3668,1.0,0.0,0.0,0.0,42.0,118.0,184.0,148.0,29.0,7.0,10.0,5.0,35.0
3669,2.0,0.0,0.0,3.0,81.0,223.0,424.0,328.0,91.0,5.0,27.0,24.0,105.33333333333331
3670,0.0,0.0,0.0,6.0,87.0,256.0,463.0,365.0,87.0,11.0,33.0,31.666666666666668,121.66666666666669
3671,0.0,0.0,0.0,14.0,162.0,389.0,840.0,665.0,156.0,19.0,54.0,41.833333333333336,194.66666666666669
3672,7.0,9.0,2.0,34.0,117.0,148.0,278.0,226.0,43.0,9.0,29.0,15.0,87.66666666666666
3673,1.0,0.0,0.0,23.0,55.0,192.0,316.0,267.0,44.0,5.0,28.0,15.0,83.66666666666667
3674,0.0,0.0,0.0,30.0,71.0,203.0,421.0,327.0,86.0,8.0,28.666666666666668,14.0,82.0
3675,1.0,1.0,0.0,6.0,64.0,171.0,329.0,251.0,70.0,8.0,17.0,11.0,52.5
3676,0.0,0.0,0.0,4.0,34.0,167.0,279.0,231.0,40.0,8.0,10.0,5.666666666666666,35.166666666666664
3677,2.0,1.0,0.0,14.0,93.0,276.0,577.0,462.0,97.0,18.0,36.0,25.0,139.66666666666669
3678,0.0,2.0,0.0,13.0,123.0,254.0,470.0,385.0,72.0,13.0,49.0,21.83333333333333,144.0
3679,0.0,0.0,0.0,2.0,68.0,221.0,433.0,299.0,121.0,13.0,28.0,10.0,78.33333333333334
3680,1.0,0.0,0.0,20.0,86.0,312.0,643.0,507.0,115.0,21.0,41.0,29.666666666666668,138.25
3681,1.0,0.0,0.0,12.0,89.0,273.0,552.0,413.0,117.0,22.0,29.0,10.0,91.0
3682,0.0,0.0,0.0,8.0,92.0,254.0,478.0,368.0,102.0,8.0,37.5,26.83333333333333,123.83333333333331
3683,0.0,0.0,0.0,5.0,34.0,122.0,223.0,171.0,49.0,3.0,15.0,19.0,54.5
3684,3.0,1.0,0.0,8.0,46.0,171.0,277.0,216.0,49.0,12.0,26.0,13.0,90.16666666666666
3685,1.0,0.0,0.0,8.0,79.0,249.0,515.0,400.0,102.0,13.0,39.0,20.0,114.66666666666666
3686,2.0,0.0,0.0,1.0,99.0,267.0,519.0,420.0,89.0,10.0,32.0,20.5,112.66666666666669
3687,0.0,0.0,0.0,21.0,119.0,288.0,638.0,504.0,120.0,14.0,49.333333333333336,15.833333333333332,133.83333333333331
3688,1.0,1.0,0.0,22.0,75.0,188.0,350.0,286.0,55.0,9.0,14.0,3.6666666666666665,56.333333333333336
3689,11.0,29.0,0.0,99.0,140.0,231.0,373.0,250.0,89.0,34.0,31.0,16.5,96.25
3690,4.0,10.0,0.0,8.0,113.0,203.0,379.0,302.0,66.0,11.0,35.0,20.0,116.66666666666666
3691,3.0,0.0,0.0,22.0,74.0,214.0,456.0,365.0,81.0,10.0,38.0,10.5,100.66666666666666
3692,2.0,0.0,0.0,0.0,120.0,306.0,590.0,477.0,95.0,18.0,36.0,31.0,141.00000000000003
3693,0.0,0.0,0.0,1.0,68.0,290.0,591.0,469.0,106.0,16.0,47.0,34.16666666666667,153.0
3694,1.0,3.0,0.0,94.0,85.0,233.0,490.0,367.0,107.0,16.0,23.0,21.0,91.33333333333331
3695,4.0,5.0,0.0,37.0,92.0,208.0,336.0,253.0,63.0,20.0,16.5,19.666666666666664,65.16666666666666
3696,1.0,0.0,0.0,0.0,53.0,205.0,363.0,286.0,51.0,26.0,28.0,16.0,91.33333333333334
3697,0.0,0.0,0.0,0.0,82.0,212.0,379.0,267.0,101.0,11.0,20.0,26.0,87.66666666666667
3698,0.0,0.0,0.0,4.0,91.0,168.0,314.0,247.0,53.0,14.0,35.0,9.833333333333334,87.49999999999999
3699,6.0,0.0,0.0,3.0,72.0,238.0,476.0,388.0,79.0,9.0,44.0,21.33333333333333,142.50000000000003
3700,4.0,0.0,0.0,10.0,85.0,266.0,558.0,465.0,83.0,10.0,33.0,30.166666666666668,120.16666666666666
3701,2.0,0.0,0.0,18.0,110.0,344.0,722.0,542.0,158.0,22.0,47.5,30.33333333333333,165.0
3702,3.0,0.0,0.0,0.0,80.0,258.0,499.0,392.0,83.0,24.0,36.66666666666667,15.0,109.66666666666669
3703,0.0,2.0,0.0,79.0,157.0,261.0,526.0,366.0,134.0,26.0,24.0,12.0,77.00000000000001
3704,0.0,0.0,0.0,12.0,72.0,207.0,355.0,241.0,93.0,21.0,23.0,14.0,66.0
3705,1.0,3.0,0.0,25.0,110.0,198.0,387.0,292.0,80.0,15.0,27.0,15.0,86.0
3706,0.0,0.0,0.0,19.0,107.0,288.0,569.0,424.0,126.0,19.0,29.0,30.0,103.66666666666669
3707,3.0,18.0,0.0,59.0,121.0,220.0,367.0,264.0,87.0,16.0,24.0,10.0,79.16666666666667
3708,0.0,0.0,0.0,4.0,60.0,184.0,312.0,217.0,84.0,11.0,16.166666666666668,8.0,48.5
3709,1.0,0.0,0.0,6.0,54.0,198.0,367.0,270.0,76.0,21.0,26.0,11.0,74.0
3710,0.0,0.0,0.0,3.0,95.0,247.0,435.0,308.0,112.0,15.0,18.0,17.666666666666668,73.49999999999999
3711,0.0,0.0,0.0,6.0,71.0,233.0,488.0,367.0,109.0,12.0,40.0,20.666666666666664,119.83333333333331
3712,2.0,0.0,0.0,14.0,101.0,313.0,658.0,519.0,117.0,22.0,24.5,18.33333333333333,97.83333333333331
3713,5.0,3.0,0.0,18.0,94.0,211.0,437.0,351.0,73.0,13.0,31.0,14.0,103.0
3714,0.0,5.0,0.0,8.0,90.0,148.0,256.0,197.0,44.0,15.0,25.0,2.0,42.333333333333336
3715,1.0,0.0,0.0,8.0,72.0,198.0,365.0,291.0,61.0,13.0,30.0,10.0,104.33333333333334
3716,2.0,0.0,0.0,2.0,67.0,208.0,357.0,282.0,67.0,8.0,40.0,8.0,102.33333333333331
3717,2.0,6.0,0.0,21.0,62.0,189.0,343.0,265.0,67.0,11.0,27.0,23.0,99.33333333333334
3718,1.0,0.0,0.0,0.0,70.0,221.0,398.0,311.0,72.0,15.0,32.0,14.0,100.33333333333331
3719,0.0,0.0,0.0,0.0,60.0,189.0,329.0,255.0,58.0,16.0,32.666666666666664,11.0,87.66666666666667
3720,0.0,0.0,0.0,0.0,53.0,180.0,310.0,239.0,61.0,10.0,23.0,11.0,59.33333333333333
3721,0.0,0.0,0.0,11.0,97.0,311.0,566.0,401.0,141.0,24.0,55.0,26.0,141.66666666666666
3722,2.0,0.0,0.0,5.0,80.0,239.0,429.0,317.0,93.0,19.0,41.0,22.5,136.33333333333331
3723,0.0,0.0,0.0,4.0,114.0,254.0,449.0,349.0,82.0,18.0,34.0,24.0,110.5
3724,10.0,19.0,0.0,60.0,198.0,280.0,525.0,393.0,94.0,38.0,38.5,14.0,120.0
3725,5.0,1.0,0.0,16.0,93.0,238.0,456.0,361.0,80.0,15.0,33.0,26.0,100.16666666666666
3726,2.0,0.0,0.0,0.0,89.0,280.0,562.0,431.0,118.0,13.0,32.5,27.166666666666664,132.16666666666666
3727,2.0,0.0,0.0,2.0,72.0,223.0,405.0,334.0,60.0,11.0,23.0,11.0,75.83333333333333
3728,0.0,0.0,0.0,10.0,60.0,247.0,488.0,384.0,94.0,10.0,50.5,23.666666666666668,136.33333333333331
3729,4.0,0.0,0.0,2.0,71.0,203.0,359.0,282.0,66.0,11.0,16.0,17.0,70.33333333333334
3730,6.0,23.0,0.0,95.0,167.0,272.0,544.0,391.0,116.0,37.0,32.5,13.666666666666666,99.66666666666669
3731,1.0,2.0,0.0,19.0,84.0,225.0,359.0,267.0,71.0,21.0,26.0,14.666666666666666,74.0
3732,0.0,0.0,0.0,6.0,78.0,212.0,402.0,314.0,76.0,12.0,24.5,22.0,86.16666666666667
3733,3.0,1.0,0.0,2.0,66.0,262.0,483.0,372.0,97.0,14.0,21.5,27.0,103.66666666666664
3734,1.0,0.0,0.0,0.0,54.0,167.0,307.0,242.0,60.0,5.0,14.0,15.0,62.833333333333336
3735,0.0,0.0,0.0,7.0,75.0,182.0,351.0,286.0,53.0,12.0,23.0,10.0,72.66666666666666
3736,3.0,5.0,0.0,21.0,105.0,231.0,404.0,323.0,70.0,11.0,28.0,26.0,101.33333333333334
3737,0.0,0.0,0.0,4.0,62.0,180.0,305.0,224.0,69.0,12.0,26.0,15.0,72.0
3738,0.0,0.0,0.0,2.0,73.0,166.0,314.0,229.0,70.0,15.0,18.0,10.0,60.0
3739,0.0,0.0,0.0,2.0,114.0,460.0,1012.0,751.0,221.0,40.0,90.33333333333331,40.33333333333333,234.16666666666669
3740,2.0,0.0,0.0,8.0,69.0,286.0,597.0,462.0,111.0,24.0,50.5,22.833333333333336,144.00000000000003
3741,3.0,6.0,0.0,39.0,110.0,188.0,335.0,246.0,71.0,18.0,33.0,20.0,101.33333333333334
3742,1.0,8.0,0.0,29.0,121.0,203.0,356.0,268.0,67.0,21.0,25.0,13.833333333333332,75.5
3743,1.0,0.0,0.0,6.0,64.0,210.0,426.0,344.0,63.0,19.0,38.0,17.0,108.5
3744,0.0,0.0,0.0,3.0,57.0,201.0,345.0,271.0,59.0,15.0,26.5,11.333333333333334,78.16666666666666
3745,6.0,24.0,0.0,79.0,151.0,210.0,396.0,282.0,87.0,27.0,35.0,27.666666666666664,113.0
3746,1.0,0.0,0.0,0.0,70.0,204.0,380.0,304.0,64.0,12.0,27.0,21.0,102.33333333333331
3747,6.0,24.0,0.0,71.0,155.0,264.0,477.0,360.0,86.0,31.0,23.0,22.666666666666664,101.33333333333331
3748,5.0,2.0,0.0,12.0,98.0,219.0,407.0,314.0,80.0,13.0,29.0,19.0,96.66666666666669
3749,0.0,3.0,0.0,7.0,77.0,219.0,408.0,317.0,75.0,16.0,36.0,14.166666666666666,115.58333333333331
3750,2.0,1.0,0.0,6.0,120.0,217.0,398.0,286.0,89.0,23.0,44.5,18.0,124.16666666666664
3751,2.0,0.0,0.0,0.0,66.0,183.0,347.0,287.0,55.0,5.0,9.0,20.0,51.333333333333336
3752,2.0,1.0,0.0,11.0,98.0,229.0,451.0,371.0,69.0,11.0,40.0,25.5,132.41666666666666
3753,0.0,0.0,0.0,0.0,91.0,256.0,484.0,375.0,99.0,10.0,26.0,12.666666666666666,81.0
3754,0.0,0.0,0.0,3.0,43.0,185.0,315.0,253.0,53.0,9.0,21.0,5.0,68.5
3755,0.0,0.0,0.0,4.0,89.0,228.0,439.0,330.0,88.0,21.0,38.0,20.666666666666664,123.0
3756,3.0,19.0,5.0,95.0,181.0,277.0,489.0,368.0,95.0,26.0,26.0,17.0,82.91666666666667
3757,1.0,6.0,0.0,26.0,89.0,184.0,347.0,260.0,73.0,14.0,26.0,10.0,77.0
3758,2.0,0.0,0.0,4.0,57.0,195.0,374.0,314.0,50.0,10.0,23.5,11.5,76.83333333333333
3759,0.0,0.0,0.0,0.0,75.0,200.0,353.0,283.0,62.0,8.0,26.0,13.0,72.83333333333333
3760,10.0,19.0,0.0,62.0,184.0,282.0,541.0,380.0,145.0,16.0,38.0,39.5,155.83333333333331
3761,1.0,0.0,0.0,8.0,82.0,211.0,405.0,294.0,99.0,12.0,31.0,21.0,101.0
3762,5.0,3.0,0.0,26.0,93.0,179.0,333.0,261.0,56.0,16.0,32.0,8.0,87.66666666666667
3763,1.0,0.0,0.0,0.0,70.0,212.0,380.0,301.0,69.0,10.0,36.0,20.5,133.83333333333331
3764,2.0,0.0,0.0,8.0,86.0,201.0,361.0,283.0,62.0,16.0,23.0,21.0,80.33333333333333
3765,1.0,0.0,0.0,7.0,149.0,290.0,555.0,408.0,120.0,27.0,44.0,33.66666666666667,125.66666666666669
3766,1.0,0.0,0.0,3.0,74.0,189.0,336.0,261.0,62.0,13.0,36.0,9.0,96.16666666666666
3767,0.0,0.0,0.0,6.0,93.0,207.0,351.0,249.0,88.0,14.0,32.0,18.0,87.33333333333334
3768,2.0,2.0,0.0,12.0,83.0,153.0,324.0,251.0,64.0,9.0,25.0,7.0,69.33333333333334
3769,1.0,0.0,0.0,6.0,31.0,181.0,292.0,232.0,53.0,7.0,16.0,12.0,45.5
3770,3.0,0.0,0.0,18.0,104.0,238.0,497.0,411.0,74.0,12.0,33.0,18.0,125.66666666666664
3771,4.0,0.0,0.0,2.0,36.0,219.0,435.0,364.0,62.0,9.0,30.166666666666668,11.666666666666668,113.5
3772,7.0,46.0,0.0,127.0,251.0,195.0,313.0,200.0,83.0,30.0,19.0,10.666666666666668,62.0
3773,0.0,0.0,0.0,7.0,81.0,190.0,352.0,264.0,71.0,17.0,17.5,11.0,54.83333333333333
3774,3.0,4.0,0.0,7.0,59.0,216.0,391.0,309.0,71.0,11.0,28.0,33.0,127.33333333333331
3775,2.0,0.0,0.0,0.0,38.0,178.0,307.0,240.0,59.0,8.0,11.0,10.0,41.0
3776,0.0,0.0,0.0,2.0,55.0,259.0,528.0,375.0,133.0,20.0,26.0,54.66666666666666,138.33333333333331
3777,3.0,0.0,0.0,5.0,109.0,335.0,736.0,585.0,130.0,21.0,61.5,41.833333333333336,220.00000000000009
3778,1.0,0.0,0.0,3.0,74.0,258.0,472.0,375.0,83.0,14.0,34.5,18.666666666666668,107.75
3779,0.0,0.0,0.0,0.0,55.0,187.0,299.0,234.0,57.0,8.0,18.5,21.33333333333333,82.83333333333334
3780,1.0,2.0,0.0,14.0,118.0,285.0,583.0,425.0,111.0,47.0,39.5,22.666666666666664,113.16666666666669
3781,1.0,0.0,0.0,0.0,51.0,200.0,354.0,282.0,54.0,18.0,25.0,15.333333333333332,98.83333333333331
3782,1.0,0.0,0.0,0.0,73.0,219.0,434.0,351.0,76.0,7.0,27.0,25.666666666666664,123.33333333333331
3783,0.0,0.0,0.0,0.0,46.0,112.0,166.0,133.0,27.0,6.0,15.0,5.0,37.66666666666666
3784,0.0,0.0,0.0,0.0,82.0,286.0,521.0,388.0,101.0,32.0,32.5,11.666666666666668,80.83333333333334
3785,1.0,0.0,0.0,6.0,52.0,322.0,630.0,500.0,113.0,17.0,51.0,26.166666666666668,148.16666666666666
3786,4.0,0.0,0.0,0.0,81.0,215.0,442.0,356.0,73.0,13.0,30.0,19.666666666666664,116.66666666666666
3787,11.0,0.0,0.0,0.0,100.0,214.0,417.0,344.0,67.0,6.0,31.666666666666668,14.333333333333334,91.66666666666669
3788,0.0,0.0,0.0,4.0,66.0,229.0,429.0,340.0,75.0,14.0,20.5,17.0,85.5
3789,0.0,0.0,0.0,7.0,78.0,183.0,314.0,217.0,87.0,10.0,8.0,13.5,45.83333333333333
3790,0.0,0.0,0.0,0.0,67.0,168.0,311.0,248.0,56.0,7.0,6.0,17.0,49.833333333333336
3791,1.0,2.0,0.0,10.0,77.0,177.0,300.0,218.0,72.0,10.0,8.0,12.666666666666666,49.91666666666667
3792,0.0,2.0,0.0,10.0,90.0,198.0,342.0,260.0,67.0,15.0,22.0,22.0,84.0
3793,3.0,0.0,0.0,14.0,66.0,220.0,441.0,355.0,70.0,16.0,34.0,8.0,104.66666666666666
3794,1.0,0.0,0.0,4.0,85.0,175.0,329.0,244.0,74.0,11.0,27.0,14.0,86.33333333333333
3795,0.0,0.0,0.0,29.0,114.0,271.0,563.0,452.0,96.0,15.0,53.0,32.5,150.16666666666663
3796,1.0,1.0,0.0,4.0,101.0,248.0,460.0,349.0,91.0,20.0,30.0,21.5,107.5
3797,0.0,0.0,0.0,0.0,62.0,232.0,457.0,380.0,71.0,6.0,23.5,20.333333333333336,102.16666666666669
3798,1.0,0.0,0.0,2.0,70.0,203.0,382.0,293.0,81.0,8.0,20.0,14.666666666666666,61.333333333333336
3799,0.0,0.0,0.0,0.0,29.0,109.0,180.0,150.0,25.0,5.0,18.0,9.0,49.333333333333336
