Word,Intensity,Valence,Position
cohesive,1,1,adj
cold,1,-1,adj
coldly,2,-1,adverb
collapse,1,-1,adj
collapse,1,-1,verb
collide,1,-1,verb
collude,2,-1,verb
collusion,2,-1,noun
colorful,1,1,adj
colossal,1,1,adj
combative,1,-1,adj
comeback,1,1,adj
comeback,1,1,noun
comedy,1,-1,noun
comedy,1,-1,adj
comely,2,1,adj
comfort,1,1,verb
comfortable,1,1,adj
comfortable,1,1,noun
comfortably,1,1,adverb
comforting,2,1,anypos
comical,1,-1,adj
commend,2,1,verb
commendable,2,1,adj
commendably,2,1,adverb
commensurate,1,1,adj
commonsense,1,1,noun
commonsensible,1,1,adj
commonsensibly,1,1,adverb
commonsensical,1,1,adj
comment,1,0,adj
comment,1,0,noun
commentator,1,0,adj
commentator,1,0,noun
commodious,1,1,adj
commiserate,2,-1,verb
commitment,1,1,adj
commitment,1,1,noun
commonplace,1,-1,adj
commotion,2,-1,adj
commotion,2,-1,noun
compact,1,1,adj
compassion,2,1,noun
compassionate,2,1,adj
compatible,1,1,adj
compatible,1,1,noun
compel,2,-1,verb
compelling,2,1,adj
compelling,2,1,noun
compensate,2,1,verb
competent,1,1,adj
competence,1,1,noun
competency,1,1,noun
competitive,1,1,adj
competitive,1,1,noun
competitiveness,1,1,anypos
complacent,2,-1,adj
complacent,2,-1,noun
complain,2,-1,verb
complaining,2,-1,adj
complaining,2,-1,noun
complaint,2,-1,noun
complaints,2,-1,adj
complaints,2,-1,noun
complement,2,1,noun
complement,1,1,verb
complete,1,0,adj
completely,1,0,adverb
complex,1,-1,adj
compliant,2,1,adj
compliant,2,1,noun
complicate,1,-1,verb
complicated,1,-1,adj
complication,1,-1,noun
complicit,2,-1,adj
compliment,2,1,verb
complimentary,2,1,anypos
comprehend,2,0,verb
comprehensive,1,1,adj
compromise,1,1,adj
compromise,1,1,noun
compromise,1,1,verb
compromises,1,1,adj
compromises,1,1,noun
compulsion,2,-1,noun
compulsive,2,-1,adj
compulsory,1,-1,adj
comrades,2,1,adj
comrades,2,1,noun
concede,2,-1,verb
conceit,2,-1,noun
conceited,2,-1,adj
conceivable,2,1,adj
conceivable,2,1,noun
concern,2,-1,adj
concern,2,-1,noun
concern,1,-1,verb
concerned,2,-1,anypos
concerning,1,0,adj
concerning,1,0,noun
concerns,2,-1,adj
concerns,2,-1,noun
concerted,1,0,adj
concession,1,-1,adj
concession,1,-1,noun
concessions,1,-1,adj
concessions,1,-1,noun
conciliate,2,1,verb
conciliatory,2,1,adj
conclusive,1,1,adj
concrete,1,1,adj
concur,2,1,verb
condescend,2,-1,verb
condescending,2,-1,adj
condescendingly,2,-1,adverb
condescension,2,-1,noun
condemn,2,-1,anypos
condemn,2,-1,verb
condemnable,2,-1,adj
condemnation,2,-1,noun
condolence,2,-1,noun
condolences,2,-1,adj
condolences,2,-1,noun
condone,2,1,verb
conducive,1,1,adj
conducive,1,1,noun
confer,1,1,verb
confess,2,-1,verb
confession,2,-1,noun
confessions,2,-1,adj
confessions,2,-1,noun
confide,2,0,verb
confidence,2,1,adj
confidence,2,1,noun
confident,2,1,adj
conflict,1,-1,adj
conflict,1,-1,noun
confound,1,-1,anypos
confound,1,-1,verb
confounded,1,-1,anypos
confounding,1,-1,anypos
confront,1,-1,verb
confrontation,2,-1,adj
confrontation,2,-1,noun
confrontational,1,-1,adj
confuse,2,-1,verb
confused,2,-1,anypos
confusing,2,-1,adj
confusing,2,-1,anypos
confusion,2,-1,adj
confusion,2,-1,noun
confute,2,1,verb
congenial,2,1,adj
congested,1,-1,adj
congestion,1,-1,noun
congratulate,2,1,verb
congratulations,2,1,adj
congratulations,2,1,noun
congratulatory,2,1,anypos
conjecture,2,0,verb
conquer,1,1,verb
conscience,1,0,adj
conscience,1,1,noun
conscientious,2,1,adj
consciousness,1,0,adj
consciousness,1,0,noun
consensus,2,1,noun
consent,2,1,verb
consequently,2,0,anypos
consider,2,0,verb
considerable,2,0,adj
considerably,2,0,anypos
considerate,2,1,adj
consideration,1,0,adj
consideration,1,0,noun
consistent,1,1,adj
console,1,1,verb
conspicuous,2,-1,adj
conspicuous,2,-1,noun
conspicuously,2,-1,anypos
conspiracies,1,-1,adj
conspiracies,1,-1,noun
conspiracy,1,-1,adj
conspiracy,1,-1,noun
conspirator,2,-1,adj
conspirator,2,-1,noun
conspiratorial,2,-1,anypos
conspire,2,-1,verb
constancy,2,1,noun
consternation,2,-1,noun
constitutions,1,0,adj
constitutions,1,0,noun
constrain,1,-1,verb
constraint,1,-1,noun
constructive,1,1,adj
constructive,1,1,adj
constructive,1,1,noun
consume,1,-1,verb
consummate,2,1,adj
contagious,1,-1,adj
contaminate,1,-1,verb
contamination,1,-1,noun
contemplate,2,0,verb
contempt,2,-1,noun
contemptible,2,-1,adj
contemptuous,2,-1,adj
contemptuously,2,-1,anypos
contend,2,-1,verb
content,2,1,adj
content,1,1,verb
contention,2,-1,noun
contentment,2,1,noun
contentious,2,-1,adj
contentious,2,-1,noun
continuity,1,1,noun
continuous,1,0,adj
contort,2,-1,verb
contortions,2,-1,adj
contortions,2,-1,noun
contradict,2,-1,verb
contradiction,2,-1,noun
contradictory,2,-1,adj
contrariness,2,-1,anypos
contrary,2,-1,adj
contravene,2,-1,verb
contribution,1,1,adj
contribution,1,1,noun
contrive,2,-1,verb
contrived,2,-1,anypos
controversial,1,-1,adj
controversial,1,-1,noun
controversy,1,-1,adj
controversy,1,-1,noun
convenient,1,1,adj
convenient,2,1,anypos
conveniently,2,1,anypos
conviction,1,1,adj
conviction,1,1,noun
convince,1,1,verb
convincing,2,1,adj
convincing,2,1,noun
convincingly,2,1,anypos
convoluted,2,-1,adj
cooperate,1,1,verb
cooperation,1,1,adj
cooperation,1,1,noun
cooperative,1,1,adj
cooperatively,1,1,adverb
coping,1,-1,adj
coping,1,-1,noun
cordial,1,1,adj
cornerstone,2,1,adj
cornerstone,2,1,noun
correct,1,1,adj
correct,1,1,anypos
corrective,1,0,adj
correctly,2,1,anypos
corrode,1,-1,verb
corrosion,1,-1,noun
corrosive,1,-1,adj
corrupt,2,-1,adj
corrupt,2,-1,verb
corruption,2,-1,noun
cost-effective,1,1,adj
cost-saving,1,1,adj
costly,1,-1,adj
could,1,0,anypos
counterproductive,2,-1,adj
coupists,2,-1,adj
coupists,2,-1,noun
courage,2,1,adj
courage,2,1,noun
courageous,2,1,adj
courageously,2,1,anypos
courageousness,2,1,noun
court,2,1,verb
courteous,2,1,adj
courtesy,2,1,noun
courtly,2,1,adj
covenant,1,1,noun
covert,1,0,adj
covet,2,0,verb
coveting,2,0,adj
covetingly,2,0,anypos
covetous,2,-1,adj
covetous,2,-1,anypos
covetously,2,0,anypos
cow,1,-1,verb
coward,2,-1,noun
cowardly,2,-1,anypos
cozy,2,1,adj
crackdown,1,-1,adj
crackdown,1,-1,noun
crafty,2,-1,adj
cramped,1,-1,adj
cranky,2,-1,adj
crass,2,-1,adj
crave,2,1,verb
craven,2,-1,anypos
cravenly,2,-1,anypos
craving,2,1,noun
craze,2,-1,noun
crazily,2,-1,anypos
craziness,2,-1,noun
crazy,2,-1,anypos
creative,2,1,adj
credence,2,1,adj
credence,2,1,noun
credible,2,1,adj
credulous,2,-1,adj
crime,1,-1,noun
criminal,1,-1,noun
cringe,2,-1,verb
cripple,2,-1,verb
crippling,2,-1,adj
crisis,1,-1,adj
crisis,1,-1,noun
crisp,1,1,adj
critic,2,-1,noun
critical,2,-1,anypos
criticism,2,-1,adj
criticism,2,-1,noun
criticisms,2,-1,adj
criticisms,2,-1,noun
criticize,2,-1,verb
critics,2,-1,adj
critics,2,-1,noun
crook,2,-1,noun
crooked,2,-1,adj
cross,2,-1,adj
crowded,1,-1,adj
crude,1,-1,adj
cruel,2,-1,adj
cruelties,2,-1,noun
cruelty,2,-1,noun
crumble,1,-1,verb
crumple,1,-1,verb
crusade,2,1,adj
crusade,2,1,noun
crusader,2,1,noun
crush,1,-1,verb
crushing,1,-1,adj
cry,2,-1,verb
culpable,2,-1,adj
cuplrit,2,-1,noun
cumbersome,2,-1,adj
cure-all,2,1,adj
cure-all,2,1,noun
curious,2,1,anypos
curiously,2,1,anypos
curse,2,-1,noun
curse,2,-1,verb
cursed,2,-1,adj
cursed,2,-1,anypos
curses,2,-1,noun
cursory,1,-1,adj
curt,1,-1,adj
cuss,2,-1,verb
cut,1,-1,verb
cute,2,1,adj
cutthroat,2,-1,adj
cynical,2,-1,adj
cynicism,2,-1,noun
damage,1,-1,noun
damage,1,-1,verb
damaging,1,-1,adj
damn,2,-1,adj
damn,2,-1,noun
damn,2,-1,verb
damnable,2,-1,anypos
damnably,2,-1,anypos
damnation,2,-1,anypos
damned,2,-1,anypos
damning,2,-1,anypos
dance,1,1,noun
dance,1,1,verb
danger,1,-1,adj
danger,1,-1,noun
dangerous,1,-1,adj
dangerousness,2,-1,adj
dangerousness,2,-1,noun
dangle,2,-1,verb
dare,2,1,verb
daring,2,1,anypos
daringly,2,1,anypos
dark,1,-1,adj
darken,1,-1,verb
darkness,1,-1,noun
darling,2,1,anypos
darn,2,-1,anypos
dash,1,-1,verb
dashing,2,1,adj
dastard,2,-1,noun
dastardly,2,-1,anypos
daunt,2,-1,verb
daunting,2,-1,anypos
dauntingly,2,-1,anypos
dauntless,2,1,adj
dawdle,2,-1,verb
dawn,1,1,verb
daydream,2,1,verb
daydreamer,2,1,anypos
daze,2,-1,verb
dazed,2,-1,adj
dazzle,2,1,verb
dazzled,2,1,adj
dazzling,2,1,anypos
dead,1,-1,adj
deadbeat,2,-1,adj
deadlock,2,-1,noun
deadlock,2,-1,verb
deadly,1,-1,adj
deadweight,2,-1,adj
deaf,1,-1,adj
deal,1,1,noun
dear,2,1,adj
dearth,2,-1,noun
death,1,-1,noun
debacle,2,-1,noun
debase,2,-1,verb
debasement,2,-1,noun
debaser,2,-1,noun
debatable,2,-1,anypos
debate,2,-1,verb
debauch,2,-1,verb
debaucher,2,-1,noun
debauchery,2,-1,noun
debilitate,1,-1,verb
debilitating,1,-1,adj
debility,1,-1,noun
decadence,2,-1,noun
decadent,2,-1,adj
decay,2,-1,noun
decay,2,-1,verb
decayed,2,-1,anypos
deceit,2,-1,noun
deceitful,2,-1,anypos
deceitfully,2,-1,anypos
deceitfulness,2,-1,anypos
deceiving,2,-1,adj
deceive,2,-1,verb
deceiver,2,-1,noun
deceivers,2,-1,noun
decent,1,1,adj
decency,1,1,noun
deception,2,-1,adj
deception,2,-1,noun
deceptive,2,-1,adj
deceptive,2,-1,noun
deceptively,2,-1,anypos
decide,1,0,verb
decisive,1,1,adj
decisiveness,1,1,adj
decisiveness,1,1,noun
declaim,2,-1,verb
decline,1,-1,noun
decline,1,-1,verb
declining,1,-1,adj
decrease,1,-1,noun
decrease,1,-1,verb
decreasing,1,-1,adj
decrement,1,-1,noun
decrepit,2,-1,adj
decrepitude,2,-1,noun
decry,2,-1,verb
dedicated,2,1,adj
deduce,2,0,verb
deep,1,0,adj
deep,1,-1,noun
deeply,2,0,anypos
deepening,2,-1,adj
deepening,2,-1,noun
defamation,2,-1,noun
defamations,2,-1,noun
defamatory,2,-1,anypos
defame,2,-1,verb
defeat,1,-1,noun
defeat,1,-1,verb
defect,1,-1,noun
defective,2,-1,adj
defend,1,1,verb
defender,2,1,adj
defender,2,1,noun
defensive,1,-1,adj
deference,2,1,noun
defense,1,1,noun
defiance,2,-1,adj
defiance,2,-1,noun
defiant,2,-1,adj
defiantly,2,-1,anypos
deficiency,1,-1,noun
deficient,1,-1,adj
defile,2,-1,verb
defiler,2,-1,noun
definite,1,1,adj
definitely,1,1,anypos
definitive,1,1,adj
definitive,1,1,noun
definitively,2,1,anypos
deflationary,1,1,adj
deform,1,-1,verb
deformed,1,-1,adj
defrauding,2,-1,adj
defrauding,2,-1,noun
deft,2,1,adj
defunct,2,-1,adj
defy,2,-1,verb
degenerate,2,-1,adj
degenerate,2,-1,verb
degenerately,2,-1,anypos
degeneration,2,-1,noun
degradation,2,-1,noun
degrade,2,-1,verb
degrading,2,-1,adj
degradingly,2,-1,anypos
dehumanization,2,-1,noun
dehumanize,2,-1,verb
deign,2,-1,verb
deject,2,-1,verb
dejected,2,-1,adj
dejectedly,2,-1,adj
dejection,2,-1,noun
delectable,2,1,adj
delicacy,1,1,noun
delicate,1,1,adj
delicious,2,1,adj
delight,2,1,noun
delight,2,1,verb
delighted,2,1,adj
delightful,2,1,adj
delightful,2,1,anypos
delightfully,2,1,anypos
delightfulness,2,1,noun
delinquency,1,-1,noun
delinquent,1,-1,adj
delirious,2,-1,adj
delirium,2,-1,noun
delude,2,-1,verb
deluded,2,-1,adj
deluge,1,-1,noun
delusion,2,-1,adj
delusion,2,-1,noun
delusional,2,-1,adj
delusional,2,-1,anypos
delusions,2,-1,adj
delusions,2,-1,noun
demand,1,0,adj
demand,1,0,noun
demand,2,0,verb
demands,1,0,adj
demands,1,0,noun
demean,2,-1,verb
demeaning,2,-1,adj
demise,2,-1,noun
democratic,1,1,adj
demolish,1,-1,verb
demolisher,1,-1,noun
demon,2,-1,noun
demonic,2,-1,adj
demonize,2,-1,anypos
demonize,2,-1,verb
demoralize,2,-1,verb
demoralizing,2,-1,anypos
demoralizingly,2,-1,anypos
demystify,2,1,verb
denial,2,-1,noun
denigrate,2,-1,verb
deny,2,-1,verb
denounce,2,-1,verb
denunciate,2,-1,verb
denunciation,2,-1,noun
denunciations,2,-1,noun
dependable,1,1,adj
dependent,1,0,adj
dependent,1,0,noun
deplete,1,-1,verb
deplorable,2,-1,adj
deplorable,2,-1,anypos
deplorably,2,-1,anypos
deplore,2,-1,verb
deploring,2,-1,adj
deploringly,2,-1,anypos
deprave,2,-1,verb
depraved,2,-1,adj
depravedly,2,-1,anypos
deprecate,2,-1,verb
depress,1,-1,verb
depressed,2,-1,adj
depressing,2,-1,adj
depressing,2,-1,anypos
depressingly,2,-1,anypos
depression,1,-1,adj
depression,1,-1,noun
deprive,2,-1,verb
deprived,2,-1,adj
deride,2,-1,verb
derision,2,-1,noun
derisive,2,-1,anypos
derisively,2,-1,anypos
derisiveness,2,-1,anypos
derogatory,2,-1,adj
desecrate,2,-1,verb
deserve,2,1,verb
deserved,2,1,adj
deservedly,2,1,adverb
deserving,2,1,adj
desert,2,-1,verb
desertion,2,-1,noun
desiccate,2,-1,verb
desiccated,2,-1,adj
desirable,2,1,adj
desire,2,1,adj
desire,2,1,noun
desire,2,1,verb
desirous,2,1,anypos
desolate,2,-1,adj
desolately,2,-1,anypos
desolation,2,-1,noun
despair,2,-1,noun
despair,2,-1,verb
despairing,2,-1,adj
despairingly,2,-1,anypos
desperate,2,-1,adj
desperately,2,-1,anypos
desperation,2,-1,noun
despicable,2,-1,adj
despicably,2,-1,anypos
despise,2,-1,verb
despised,2,-1,adj
despised,2,-1,anypos
despite,2,-1,anypos
despoil,2,-1,verb
despoiler,2,-1,noun
despondence,2,-1,noun
despondency,2,-1,noun
despondent,2,-1,adj
despondently,2,-1,anypos
despot,2,-1,noun
despotic,2,-1,adj
despotism,2,-1,adj
despotism,2,-1,noun
destabilisation,2,-1,adj
destabilisation,2,-1,noun
destine,1,1,verb
destined,1,1,adj
destinies,2,1,adj
destinies,2,1,noun
destiny,2,1,noun
destiny,1,0,adj
destiny,1,0,noun
destitute,2,-1,adj
destitution,2,-1,noun
destroy,1,-1,verb
destroyer,2,-1,adj
destroyer,2,-1,noun
destruction,1,-1,noun
destructive,2,-1,adj
desultory,2,-1,adj
deter,1,-1,verb
deteriorate,1,-1,adj
deteriorating,1,-1,adj
deteriorating,1,-1,noun
deterioration,1,-1,noun
determination,2,1,adj
determination,2,1,noun
deterrent,1,-1,anypos
detest,2,-1,verb
detestable,2,-1,anypos
detestably,2,-1,anypos
detract,1,-1,verb
detraction,1,-1,noun
detriment,2,-1,noun
detrimental,2,-1,adj
devastate,2,-1,anypos
devastated,2,-1,anypos
devastating,2,-1,anypos
devastatingly,2,-1,anypos
devastation,1,-1,noun
deviate,1,-1,adj
deviate,1,-1,noun
deviate,1,-1,verb
deviation,1,-1,noun
devil,2,-1,noun
devilish,2,-1,adj
devilishly,2,-1,anypos
devilment,2,-1,noun
devilry,2,-1,noun
devious,2,-1,anypos
deviously,2,-1,anypos
deviousness,2,-1,noun
devoid,2,-1,adj
devote,2,1,verb
devoted,2,1,adj
devotee,2,1,noun
devotion,2,1,noun
devout,1,1,adj
dexterity,1,1,noun
dexterous,2,1,adj
dexterously,2,1,adverb
dextrous,2,1,adj
diabolic,2,-1,adj
diabolical,2,-1,adj
diabolically,2,-1,adverb
diametrically,2,-1,adverb
diatribe,2,-1,anypos
diatribes,2,-1,anypos
dictator,1,-1,noun
dictatorial,1,-1,adj
differ,1,-1,verb
difference,1,0,adj
difference,1,0,noun
difficult,1,-1,adj
difficulties,1,-1,adj
difficulties,1,-1,noun
difficulty,2,-1,adj
difficulty,2,-1,noun
diffidence,2,-1,adj
diffidence,2,-1,noun
dig,1,-1,noun
dig,1,1,verb
dignified,2,1,adj
dignify,1,1,verb
dignity,2,1,noun
digress,2,-1,verb
dilapidated,2,-1,adj
dilemma,1,-1,adj
dilemma,1,-1,noun
diligence,1,1,noun
diligent,1,1,adj
diligently,1,1,adverb
dilly-dally,2,-1,verb
dim,2,-1,adj
dim,1,-1,anypos
diminish,1,-1,verb
diminishing,1,-1,adj
din,1,-1,noun
dinky,1,-1,adj
diplomacy,1,0,adj
diplomacy,1,0,noun
diplomatic,1,1,adj
diplomatic,1,1,noun
dire,2,-1,adj
direct,1,0,adj
direly,2,-1,anypos
direness,2,-1,noun
dirt,1,-1,noun
dirty,1,-1,adj
dirty,1,-1,anypos
disable,1,-1,verb
disabled,1,-1,adj
disaccord,2,-1,noun
disadvantage,2,-1,noun
disadvantaged,1,-1,adj
disadvantageous,2,-1,adj
disadvantageous,2,-1,noun
disaffect,2,-1,verb
disaffected,2,-1,adj
disaffirm,2,-1,verb
disagree,2,-1,verb
disagreeable,2,-1,anypos
disagreeably,2,-1,anypos
disagreement,2,-1,adj
disagreement,2,-1,noun
disallow,2,-1,verb
disappoint,2,-1,verb
disappointed,2,-1,adj
disappointing,2,-1,anypos
disappointingly,2,-1,anypos
disappointment,2,-1,adj
disappointment,2,-1,noun
disapprobation,2,-1,noun
disapproval,2,-1,adj
disapproval,2,-1,noun
disapprove,2,-1,anypos
disapproving,2,-1,anypos
disarm,1,-1,verb
disarray,2,-1,adj
disarray,2,-1,noun
disaster,2,-1,noun
disastrous,2,-1,adj
disastrously,2,-1,anypos
disavow,2,-1,verb
disavowal,2,-1,noun
disbelief,2,-1,noun
disbelieve,2,-1,verb
disbeliever,2,-1,noun
discern,2,0,verb
discerning,2,1,anypos
disclaim,2,-1,verb
discombobulate,2,-1,verb
discomfit,2,-1,verb
discomfititure,2,-1,noun
discomfort,1,-1,noun
discompose,1,-1,verb
disconcert,2,-1,verb
disconcerted,2,-1,adj
disconcerting,2,-1,anypos
disconcertingly,2,-1,anypos
disconsolate,2,-1,adj
disconsolately,2,-1,adverb
disconsolation,2,-1,noun
discontent,2,-1,adj
discontent,2,-1,noun
discontented,2,-1,adj
discontentedly,2,-1,adverb
discontinuity,2,-1,adj
discontinuity,2,-1,noun
discord,2,-1,noun
discordance,2,-1,noun
discordant,2,-1,adj
discountenance,2,-1,noun
discourage,2,-1,verb
discouragement,2,-1,noun
discouraging,2,-1,anypos
discouragingly,2,-1,anypos
discourteous,2,-1,adj
discourteously,2,-1,adj
discredit,2,-1,verb
discreet,1,1,adj
discreet,1,1,noun
discrepant,1,-1,adj
discretion,1,1,noun
discriminate,1,-1,verb
discriminating,1,1,adj
discriminatingly,1,1,adverb
discrimination,1,-1,adj
discrimination,1,-1,noun
discriminatory,2,-1,adj
disdain,2,-1,noun
disdain,2,-1,verb
disdainful,2,-1,anypos
disdainfully,2,-1,anypos
disease,1,-1,noun
diseased,1,-1,adj
disfavor,2,-1,verb
disgrace,2,-1,noun
disgrace,2,-1,verb
disgraced,2,-1,adj
disgraceful,2,-1,anypos
disgracefully,2,-1,anypos
disgruntle,2,-1,verb
disgruntled,2,-1,adj
disgust,2,-1,noun
disgust,2,-1,verb
disgusted,2,-1,adj
disgustedly,2,-1,anypos
disgustful,2,-1,adj
disgustfully,2,-1,anypos
disgusting,2,-1,anypos
disgustingly,2,-1,anypos
dishearten,2,-1,verb
disheartening,2,-1,anypos
dishearteningly,2,-1,anypos
dishonest,2,-1,adj
dishonest,2,-1,noun
dishonestly,2,-1,anypos
dishonesty,2,-1,noun
dishonor,2,-1,noun
dishonor,2,-1,verb
dishonorable,2,-1,adj
dishonorablely,2,-1,adverb
disillusion,2,-1,noun
disillusion,2,-1,verb
disillusioned,2,-1,adj
disinclination,2,-1,noun
disinclined,2,-1,anypos
disingenuous,2,-1,adj
disingenuously,2,-1,adverb
disintegrate,1,-1,verb
disinterested,1,-1,adj
disintegration,1,-1,noun
disinterest,2,-1,noun
disinterested,2,-1,adj
dislike,2,-1,verb
dislocated,1,-1,adj
disloyal,2,-1,adj
disloyal,2,-1,noun
disloyalty,2,-1,anypos
dismal,2,-1,adj
dismally,2,-1,anypos
dismalness,2,-1,noun
dismay,2,-1,noun
dismay,2,-1,verb
dismayed,2,-1,adj
dismaying,2,-1,anypos
dismayingly,2,-1,anypos
dismissive,2,-1,adj
dismissive,2,-1,noun
dismissively,2,-1,anypos
disobedience,2,-1,noun
disobedient,2,-1,adj
disobey,2,-1,verb
disown,2,-1,verb
disorder,1,-1,noun
disorder,1,-1,verb
disordered,1,-1,adj
disorderly,1,-1,adj
disorganized,2,-1,adj
disorient,2,-1,verb
disoriented,2,-1,adj
disown,2,-1,verb
disparage,2,-1,verb
disparaging,2,-1,adj
disparagingly,2,-1,anypos
dispensable,1,-1,adj
dispirit,2,-1,verb
dispirited,2,-1,adj
dispiritedly,2,-1,adverb
dispiriting,2,-1,anypos
displace,1,-1,verb
displaced,1,-1,adj
displease,2,-1,verb
displeasing,2,-1,adj
displeasure,2,-1,adj
displeasure,2,-1,noun
disposition,2,0,noun
disproportionate,1,-1,adj
disprove,2,-1,verb
disputable,2,-1,anypos
dispute,2,-1,noun
dispute,2,-1,verb
disputed,2,-1,adj
disquiet,2,-1,verb
disquieting,2,-1,anypos
disquietingly,2,-1,anypos
disquietude,2,-1,noun
disregard,2,-1,adj
disregard,2,-1,noun
disregardful,2,-1,adj
disreputable,2,-1,adj
disrepute,2,-1,noun
disrespect,2,-1,verb
disrespectable,2,-1,adj
disrespectablity,2,-1,noun
disrespectful,2,-1,anypos
disrespectfully,2,-1,anypos
disrespectfulness,2,-1,noun
disrespecting,2,-1,adj
disrespecting,2,-1,noun
disrupt,2,-1,verb
disruption,2,-1,adj
disruption,2,-1,noun
disruptive,2,-1,adj
dissatisfaction,2,-1,adj
dissatisfaction,2,-1,noun
dissatisfactory,2,-1,adj
dissatisfied,2,-1,adj
dissatisfy,2,-1,verb
dissatisfying,2,-1,anypos
dissemble,2,-1,verb
dissembler,2,-1,noun
dissension,2,-1,noun
dissent,2,-1,adj
dissent,2,-1,noun
dissenter,2,-1,noun
dissention,2,-1,noun
disservice,2,-1,adj
disservice,2,-1,noun
dissidence,2,-1,noun
dissident,2,-1,adj
dissident,2,-1,noun
dissidents,2,-1,adj
dissidents,2,-1,noun
dissocial,2,-1,adj
dissolute,2,-1,adj
dissolution,1,-1,noun
dissonance,2,-1,noun
dissonant,2,-1,adj
dissonantly,2,-1,adverb
dissuade,2,-1,verb
dissuasive,2,-1,adj
distaste,2,-1,noun
distasteful,2,-1,adj
distastefully,2,-1,adverb
distinct,1,1,adj
distinction,1,1,noun
distinctive,1,1,adj
distinctive,1,1,adj
distinctive,1,1,noun
distinctly,1,0,adj
distinguish,1,1,verb
distinguished,2,1,adj
distort,2,-1,verb
distortion,2,-1,adj
distortion,2,-1,noun
distract,1,-1,verb
distracting,2,-1,adj
distraction,2,-1,adj
distraction,2,-1,noun
distraught,2,-1,adj
distraughtly,2,-1,anypos
distraughtness,2,-1,noun
distress,2,-1,verb
distressed,2,-1,adj
distressing,2,-1,adj
distressingly,2,-1,anypos
distrust,2,-1,verb
distrustful,2,-1,adj
distrusting,2,-1,anypos
disturb,2,-1,verb
disturbed,2,-1,adj
disturbed-let,2,-1,adj
disturbed-let,2,-1,noun
disturbing,2,-1,anypos
disturbingly,2,-1,anypos
disunity,2,-1,noun
disvalue,2,-1,noun
divergent,1,-1,adj
diversified,1,1,adj
divide,1,-1,verb
divided,1,-1,adj
divine,2,1,adj
divine,2,1,anypos
divinely,2,1,anypos
division,1,-1,noun
divisive,2,-1,adj
divisively,2,-1,adverb
divisiveness,2,-1,noun
divorce,1,-1,noun
divorce,1,-1,verb
divorced,1,-1,adj
dizzy,2,-1,adj
dizzing,2,-1,adj
dizzingly,2,-1,adverb
doddering,2,-1,adj
dodge,2,1,adj
dodge,2,1,noun
dodgey,2,-1,adj
dogged,2,-1,adj
doggedly,2,-1,adverb
dogmatic,2,-1,adj
doldrums,2,-1,noun
dominance,1,-1,adj
dominance,1,-1,noun
dominant,1,0,adj
dominant,1,0,noun
dominate,1,-1,verb
domination,2,-1,adj
domination,2,-1,noun
domineer,2,-1,verb
domineering,2,-1,adj
domineering,2,-1,noun
doom,2,-1,verb
doomsday,2,-1,adj
doomsday,2,-1,noun
dope,1,-1,noun
dote,2,1,verb
dotingly,2,1,adverb
doubt,2,-1,noun
doubt,2,-1,verb
doubtful,2,-1,adj
doubtfully,2,-1,adverb
doubtless,2,1,adverb
doubts,2,-1,adj
doubts,2,-1,noun
down,1,-1,noun
downbeat,2,-1,adj
downcast,2,-1,adj
downer,2,-1,noun
downfall,2,-1,noun
downfallen,2,-1,noun
downgrade,1,-1,verb
downhearted,2,-1,adj
downheartedly,2,-1,adverb
downright,2,0,anypos
downside,2,-1,noun
drab,2,-1,adj
draconian,2,-1,adj
draconic,2,-1,adj
dragon,2,-1,noun
dragons,2,-1,adj
dragons,2,-1,noun
dragoon,2,-1,verb
drain,2,-1,adj
drain,2,-1,noun
drama,2,-1,adj
drama,2,-1,noun
dramatic,2,0,adj
dramatically,2,0,anypos
drastic,2,-1,adj
drastically,2,-1,adj
dread,2,-1,anypos
dread,2,-1,verb
dreadful,2,-1,anypos
dreadfully,2,-1,anypos
dreadfulness,2,-1,noun
dream,1,1,adj
dream,1,1,noun
dream,2,1,verb
dreamland,2,1,noun
dreams,1,1,adj
dreams,1,1,noun
dreamy,1,1,adj
dreary,2,-1,adj
drive,1,1,noun
driven,1,1,adj
drones,2,-1,adj
drones,2,-1,noun
droop,1,-1,verb
drought,1,-1,adj
drought,1,-1,noun
drowning,1,-1,anypos
drunk,2,-1,adj
drunkard,2,-1,noun
drunken,2,-1,adj
dubious,2,-1,adj
dubiously,2,-1,adverb
dubitable,2,-1,adj
dud,1,-1,anypos
dull,1,-1,adj
dullard,2,-1,noun
dumb,2,-1,adj
dumb,2,-1,noun
dumbfound,2,-1,verb
dumbfounded,2,-1,adj
dummy,2,-1,noun
dump,1,-1,noun
dunce,2,-1,noun
dungeon,2,-1,noun
dungeons,2,-1,adj
dungeons,2,-1,noun
dupe,2,-1,verb
durable,1,1,adj
durability,1,1,noun
dusty,1,-1,adj
duty,1,0,noun
dwindle,1,-1,verb
dwindling,1,-1,adj
dynamic,1,1,adj
dying,1,-1,anypos
eager,2,1,adj
eagerly,2,1,anypos
eagerness,2,1,noun
earnest,2,1,adj
earnestly,2,1,anypos
earnestness,2,1,anypos
earsplitting,2,-1,adj
ease,1,1,noun
ease,1,1,verb
easier,1,1,anypos
easiest,1,1,anypos
easily,1,1,anypos
easiness,1,1,anypos
easy,1,1,adj
easygoing,2,1,adj
ebullience,2,1,noun
ebullient,2,1,adj
ebulliently,2,1,anypos
